Address,Is_Real_Fraud,Own_Model,Januus_riskreport
0xdb53ce480bac3ce96fdb79fae1156f80b6925e05,1,1,1
0xb7f4c2f740186f94ba84d62132d4a6ebb446e8a6,1,0,1
0xd635cb5d0fc7688ab4cde7b71276b6f0cb40f2af,1,1,1
0xb9fc1725a10182f31d44e3559c36300538b233c1,1,1,1
0x89f4d39667aa080502c517b613a6c92786aa14bd,1,1,1
0x81e4b65b9330c5693d38430111d7eb174615bdd6,1,1,1
0x56db1201d1a37c9b3f2f8be600cbca6ac656473b,1,0,1
0x645e1f399a20d9804159716d62dbd37613605bd3,1,1,1
0x80e02ae8c5d5e482558caf32004e7d6281445f28,1,1,1
0xd0b473271e9d38dfd11925d62ef8c0a2cf033a9c,1,1,0
0x1b6b664b91081b34ca8c7cdf22618e6a547d7947,1,1,1
0x345774f20716f672bde3da60ba6d872a320db6c7,1,1,1
0x08d94becca7894a384f41396f435f8ba887a6d71,1,1,1
0x1c50139c266559b29d7cb27635e0da13bef76a09,1,1,1
0x28be673a550c3946b031a6d42aa745f9f6e04280,1,0,1
0x0951f85d60082ae17f11e47bf583e57d25cb0123,1,1,1
0x67f0b6922e533b2a967d7a856a96f9b8f59d8be5,1,1,1
0x0eb1e76f51517c0c04a6994e41c10b3d81794d04,1,0,1
0x0084515449b037205a33d6d3940a5684126aa4b5,1,1,1
0x10e823fe66c152b669e33ddc865c5f7d985db9a9,1,1,1
0x98c29afea6f69b59ad1790ce2e0effc0bd38433f,1,1,1
0x05a6d48421e84a791c040cda72bb4320bde7e2e9,1,1,1
0x3709066f0b665a458bae216996e58e39eaa4329c,1,0,1
0x9afa0a129d164323965f3f5bdf5f348897c0a205,1,0,1
0x40b942240fec55473388cbf7dbcc5482e64b4367,1,1,1
0xbfa78c2bb218a5bd74cb66ab099b9edd7e826d0f,1,1,1
0x0677f5ad9b72aa29f7671cebf86ce3735618c3da,1,0,1
0x0153775362c3071c1860e8dbfd53ccc82fa226f5,1,1,1
0x78d9e3f7780c306fc80d1e74ed617e0c08e795d5,1,1,1
0xa36de942c9f605bd39eec89e5c17704e14dc28eb,1,1,1
0xeb8b629df028f5353649460f1c06bf394de8641f,1,1,0
0x36ac0e8e29ffbaee04d55c262f8cd52d227a1cb0,1,1,1
0x7f2b4801c338a7b3cc322bfaf151afea8708e8e0,1,1,1
0x9e78d3aa219e4255d86a7b71fd10a5f6612c8739,1,1,1
0x5106273e79396be5384792de8f5ac4022923800c,1,1,1
0xa42892745f9e07d9b92cb188a380b252a332823b,1,1,1
0xb54ddf21064610c13d5bef7fcc54eceb9ca5f84e,1,1,1
0xfdb5e3318cacb1a96516d194fd75b62376e95211,1,1,1
0x6350fb4a8bc3cda203cfe00f87ba0f7b3bf61600,1,0,1
0x733e80c0e11611877dec337017e5d4e875a9d352,1,1,1
0xa33de7a7ca4d6bc03c7bf440d26e979916e28e0f,1,0,1
0xa3c67d993bf73aa4f17ec03f900c865a4326cd7f,1,1,1
0x44b7fd8c984d3d66d8eaa6af4a4ba9976f257e49,1,1,1
0xdfcf794a95df54c921a07dcc77788460906b28e8,1,1,1
0xc20953fc42ad0d5eefa3cc36d04c5f343f32f908,1,1,1
0x53efd488038e5f8c4a922a8ad6498fa1cd7db3da,1,0,1
0x4f87a5e57097937489b9b628d1b71997fbf734f0,1,1,0
0x80542b8f6e61668e2f9a1a57a680d356b16df7c7,1,1,0
0xcaf1285c4536a0230f6bfbbb7c31cfca696dd76d,1,1,1
0x46407645325bbe0f4e5705d11281a847905d45e5,1,1,0
0xc6044f23ab90ac63f1dbb1dde45bbd38c59b38dd,1,0,1
0xb020561cdcf6c68b1df1ac5cd3a682c7ee352aeb,1,1,1
0x56d0644c14745db2d2ce0de5c5bef914cedc1aea,1,1,1
0x5e9786a9b58ea82b6319df642b5a7b63d2cc709e,1,1,1
0xc68e14173b82898681251b9a8712b966873cc0a1,1,0,1
0x75b60ba032cf8ee0b4bbd78bfbd7d99caf70a176,1,1,1
0xd5381a253e0f14ca010839dd71502e0b35aed990,1,1,1
0x95a19b0ccb7a1c68aaa60813deec265a08998109,1,0,0
0x93574d7c405717d80520944ee1cb72d327b01df5,1,1,1
0xcba3d3d35827bd1ed88a2506ad86e59667363df9,1,1,1
0x70f36e78224389c462dd0fc7fe1627a2928031c7,1,1,1
0x5526dc369bbe6b9b2c5e64bb368c1d3ccfa58271,1,1,1
0x33afdd86b694d113ec4f8f1d55a284ebabec6081,1,0,1
0x6f931bac260e7fcbaa0244d3b43a2bd9e9acf698,1,0,1
0x20cbe0524157f564a5dca1c18f376e72b4528e64,1,1,1
0x3da248b9f74620c68b3b6655e3b8583b5c07ca01,1,1,1
0x44e5797b8af9d494c51db210d48f7163d4f380b7,1,1,1
0x7da6955457b72fdd0e80709d704520ff85d79e39,1,1,1
0x6c83ac2073c980be7a0c0245548b3a2730ab53f8,1,1,1
0xab8674084c581f549681541ab18187a67ef1aa60,1,1,1
0xd912289c9f079b0655737a55fd5d745501ecefc7,1,1,1
0x385afc7ed3782aac1ee10d19892ea9d345bc0797,1,1,1
0xbec9410b01671bb6521996b141bb95ebff87cb31,1,1,1
0x5ec707525b04e22b2d207faa1912569f79e74e8a,1,1,1
0x6b7c523f0655bd5a18e4cc53b53659cd3def0307,1,1,1
0x446593015e30bacdef625f76bcd84d2d2a0a0461,1,0,1
0x046e3a705d9bcd0e53d2b45161b48e39f4bc4090,1,1,1
0x973cc36eef960389b1dddce82a9f0663af61809b,1,1,1
0xb661a8c0872fac5a4ea5714c1e034e5fd6e40ca4,1,1,0
0x451ba6133b64829398fe074ae649a7998acb16f3,1,1,1
0x557a5c0b3acbf9fe59d5a079aa59c9c7ff481c87,1,1,1
0xb8f8881f561f7a1d8c44d3d38e9d5bd7d88a77df,1,1,1
0x36941838db0d292ff88496bf07495b15d8720552,1,0,1
0x8324676c7cd3a99391d1d69ce3d8a7c2b51c1f59,1,1,1
0x759e0f2f2c7293f83e3b596be4acfa6868b8f817,1,1,1
0xe472c059b469ec0989514086985d64d0f3f2fe63,1,1,1
0x3d849340d298955d62b73126823b4594feb1291d,1,1,1
0xc9ad7665b4c4324b178f9c93305017f0230a8a8a,1,1,0
0x56f0e244ea07e894170731285daf8cf4864e368e,1,1,1
0xecd91d07b1b6b81d24f2a469de8e47e3fe3050fd,1,0,0
0x51d3ce5237b0aacb14ea4ddd1093b10afc69d40a,1,1,1
0x629b2aa7fdda8f7527d6f8ea742c1d5774e567ea,1,1,1
0x604636852e1c0d7d1301d938924f80e4f4955ca9,1,1,0
0xfc38463413b3611c224cfef15493de955672d4aa,1,0,1
0xe355379f585e2f7314855da86e876cfea981f23a,1,1,1
0x7c875ee4d4a1b29b41ebb2678df1f645f28d090b,1,1,1
0x1d153dee0a823e9238b4f2e83758e27be3f1158e,1,1,1
0xe80a6146a6f341c4c0877be9a59fd8279ed4971b,1,0,1
0xcde7411dead6698e1effa8ef64fb0063857e7e7f,1,1,1
0xad93fef882517ac61d266ad60665b50e6d331c83,1,0,1
0x2df0dab68d148c53b9b1666f8dc044680860d2e7,1,0,1
0x446143204482cc0cea4d71fffa9b6d94aa607ad5,1,1,1
0xb2a3fcf38979898e695c88947e3373bf1c2e9b37,1,1,1
0x21e0ddad4277d984dbf238071f6681d625408d10,1,1,0
0xa1b54b8cf7414fa909cf6f0f4514df25138ac975,1,1,1
0x972c4009871c7f0215536ca88277e018c4b41063,1,0,1
0xa3e52a23060ccdfe186822b52bf60a07451e094e,1,1,1
0xe729e16c22128002debd500e98261265d4a8b7e0,1,0,1
0xabcf11ac565699246469da805af47975b883d792,1,1,1
0xe34f004bdef6f069b92dc299587d6c8a731072da,1,1,1
0x2f4d7ecf5d7ff547e0aa20e7d98958c044cbfd8f,1,0,0
0x8a8869a8b53573294b0e03820253607d5528679d,1,1,1
0x1161acf9a61b8cd951f5364e897c586883a1fe76,1,1,1
0x50bcbc6ddf33ad3e03602aa03cf93d4a32d65ac1,1,1,1
0x87320719f0f02912096e3d19fc05da8110c9c424,1,1,1
0x9b95e694a3d010b187d4970e1a7ed95a973243ea,1,0,1
0x58d1cdc08fdb8f80582f9bf9bfaae456e96385ae,1,1,1
0x2f09dfc52c61cf17cc9bafd5d8e57eb8d41804be,1,1,1
0x3553c762797202d4eb9648052d012d7cfea16b75,1,1,1
0x6abca33faeb7deb1e61220e31054f8d6edacbc81,1,0,1
0xb961f2a5eed42fc1607f4fb795ef6d36d341cd56,1,0,1
0x1a3f591bd2a270dd5e8e77235f842a918bceb4d2,1,1,1
0x523ab8a576f3ceb0982913e651ca56495d54ee45,1,1,1
0xbb1d293ac46180c7fe9eddd43c12e3e44d659e1d,1,1,0
0xc3f4763bf48da4eb33a0da0f21399449af2b53b2,1,1,0
0x4d517d272ce8d879d8891518e70153b49d2cdb96,1,0,0
0x0dadcefc4f08007d1e51a25cd448ef86120db9b4,1,0,0
0x942b426b39f201965fafe3b3b60707cfbd237fa2,1,1,0
0x2e64d7d37133e505ea50e813400be7d105acf4ad,1,1,0
0xc6df8e498facad626a82b7af3c9f5f9301e79fd6,1,1,0
0xbafa4087b5dbb5cb9b40180bb7dd6a053e29e137,1,1,0
0xcc71ee0f039f07adb1cf2484f4663cb6bf9e2689,1,1,0
0xbdd5645986f492954465b5e407f7528c0cf88ffa,1,0,0
0x0d3c6f157fc40ede8fc2e80a2d03b961853cc243,1,1,0
0xf850380c7e9a11e5a1ee65a4c24947de2286524f,1,1,0
0x4423b4d5174dd6fca701c053bf48faeaaaee59f0,1,1,0
0xe7853dd873bf57b6aa9d5251b16f8b9d68c4ba76,1,1,0
0xad88ce52945787c6435a867430bc1cb22427a4f0,1,1,0
0x03b7882e55871ffb6300bd2511a52685d689bec3,1,1,0
0xce0aa8921ef80242f03ae1824e31ccf912ba1eb1,1,1,0
0x7fa0c4ed46bfb7aef3d8cf90a0c0caac925d2914,1,1,0
0xbe2cd7e5a3fbc9855bf501a608d0fd5791293119,1,0,0
0x4ee43484796aebee01ee8e39d3a4cccbbbac136b,1,1,0
0xa8b3c9c2a45d68eb435b5f3ef6712fa50cdbd996,1,0,0
0xbc75274d1713e07df13b777c1d9067e7eb3dd885,1,1,0
0x32ea6b24675349edb6df2896457819289aad180e,1,1,0
0x9d032989f82c0e40202ae5abd844ff68181544d2,1,1,0
0x4a64e4b4b6bc57f09bba0080ae368efaf8c68fa9,1,1,0
0x9138692bb23767381e1b377d559ac668f990aba1,1,0,0
0x88888f6e4a031442831d91ae66c9ccec78e81c28,1,1,0
0xaa2498d85ba7559006f90110a4bc33c10a06c1af,1,1,0
0x4eb1d2050017cf862939340c017a31aa2d59d8d8,1,1,0
0xf591bbf70178bcaa80d306ab65755ab7038962cd,1,1,0
0x864875aef79b107221bee89c8ff393bd2b666d96,1,0,0
0x820c415a17bf165a174e6b55232d956202d9470f,1,1,0
0x09c7206a4365937f1d79e841ab258017ead1a3e9,1,1,0
0xdc5b0e523d613f7188312efa1951f02f749d4394,1,1,0
0x7b981d07b83413c508337cea8f4c5067be9de229,1,1,0
0x0d4ef858c7f4e60021b42124160f2426e1597dc3,1,1,0
0xb3eefe335f6b60f9edcc709029673d4c69d64c35,1,0,0
0xf581747e55f006cdb5bdbb9e316eb0efcc725be5,1,1,0
0xe24e8a8ad9872ab68db57de4a63800a87cc5279b,1,0,0
0xb657363ff37003b9681f26977e01651c2ea6acdd,1,0,0
0x059483a622b625546dc8d2de7bac0e9e4fbab27a,1,1,0
0x0fa23b1b4dd646a3a55fb5e4c5eeab24d42edab0,1,0,0
0x7bc060459dd2730d912b654ec98cacdee2b6927d,1,1,0
0x67542f6e4ea651f4c72ab24abf2eb9c2c202fce1,1,1,0
0x8d71b3fc635c75fe61fd56a9a54d46d1b2163f1d,1,1,0
0xf6d72609ce9457aed4f6099b4aee25ad16bbefa1,1,1,0
0x23886b2a4e1edc3e558e2411cd16055e006b7a11,1,1,0
0xe6693620c549d35c52496a1cb0105f2712baf771,1,1,0
0x900751ba196fb70f5e5c1da7d9ca07c1ec9dd67a,1,1,0
0xe90a3c163abcb8296080f06b9a9122499d6689d5,1,0,0
0x46ca7dcbb5748e4e804d6d9e9a14cf4948a81a13,1,1,0
0xbc83d48dd0cd9c3f47bab6436defeb334b563f4c,1,0,0
0xa6d1fcaba6a2cf4c38c6d9bd494d3c29da104158,1,1,0
0x4a12eeb35bd5187be2d26e0fe8b906abd88b6897,1,1,0
0x6429f18602cfbe936a75d4bb707cdc15f33bb3fa,1,1,0
0xc86619343080fa921baaff201c91dbbe8ceffa9e,1,1,0
0x47d6287a9fc4a1f69c0b20dcc29928ebb44349c6,1,1,0
0x2b4d85023bc9a92f74ec24008802d64c0bb7c779,1,1,0
0x821efcb121b9c646dc8d5fb61e9c8ee9c30ba9e4,1,1,0
0x96a76213683e97de57e4f21947e40fbe74de31a1,1,1,1
0x3e20911ba5fd152cfc55ddd18cda065302fbc516,1,1,1
0x7598d3e6e95f0ab85ac74f041dc92a1187b8184e,1,0,0
0x3095e50d8b6ecd80edc83943a19e00bf596e525f,1,1,1
0xa9af852c5dd4a26c0a0220eca66fc66146856385,1,1,0
0x88983632e6e8b4232a08ef53db218510124c2048,1,1,1
0x49426cc3b12dc8d6efc48e663ea28f58c4c726e1,1,0,1
0x76918c2c32931197de368e90213b89fa12a56a15,1,1,1
0x2914c01d6589b3b52a065a9d9cda539ca765a311,1,1,1
0xc5ae4f0989a03387678f1166d14b888c2b79dfb3,1,1,1
0x3e02b1414e5a7f0fb9dca4d6d61e352c5ef1eac4,1,0,1
0x2a92281e377931cb359349c67f8fe4a7ad10f9b7,1,1,1
0x029c42a07652d436533e3cb9b9c69fa188e91981,1,1,1
0x72736a91f746b8e0c446b32948bb7cd8c2f8c54a,1,1,1
0x6353940eabe11c7cd78ecc2085ae65cdacc5a92b,1,1,1
0xe858c157deb9912ef7eed94424be3e058bdca529,1,0,1
0x67470e92a9a5b61b80c43a0dc160eec08fabf1b1,1,1,1
0x1e0fe8686850afa01992f5d5611d2d908611933e,1,1,0
0x60322fafa022caebeecd0e037bd6b163dac3d485,1,1,1
0xf8c8405e85cfe42551defeb2a4548a33bb3df840,1,1,1
0x3a76960a40c255911709801e53d979fa495c7a4b,1,1,1
0x30842a003781ad62e51c2ca18a61a3c7ce018db2,1,1,1
0x8f950b4e6edacb14dd3c3258943acd7a922d9f47,1,1,1
0x59c26da37e1a97eeccc9fe9ae35e3fc2df6fb582,1,0,1
0xb9ffc64f0c0de762fe3c4ae3ebbd446ac3beb989,1,1,1
0xdca94e26f460d59b2526f73d72a9e5be06e4ecbd,1,0,1
0x9eb041af96d44583110565abec79aedf22eb60b5,1,1,1
0x2d301d74a8d303da6408cc2dfda319bbeb48c125,1,1,1
0x4c8535c942a18c15d2e3837eeeb30958a16b8a48,1,1,1
0xb5cd83d28f818284295a20b09b6abe8a631c6ac4,1,1,1
0x47d9da6e6270de282a673a7536d9313e46e74576,1,1,1
0x16de1e3d416cf107cad0e53a35a1023145aa2bf0,1,0,0
0xccf711e5634d4fb86a8226fa5eb1093fd82bedda,1,1,1
0x67b9faf9b5519f8359d717a51fb4b8f5d3c37064,1,0,1
0xa8a5ed19480307ee8baae86a1ef5c97efc1d3d69,1,1,1
0x65a0070df20d97d17941b71880a708dd9aa34290,1,1,0
0x17de5284cc7e748e28e2ac43d901bae143224695,1,1,1
0x4e534c5bd589f74cae608948722a3828e138ee17,1,1,1
0x5f38dcbc5a2dbe1e040a60153750feb7e1cfa570,1,1,1
0x611f32d256597ee12c2ec2870da6db0b461e6f55,1,1,1
0x8408263f4f0691db34bd7666b5af61e19cb91b91,1,1,1
0x81872c6ac10e9b039ab33956d6396c25493e46d9,1,0,1
0x8ddfdf60aaffe05c623ba193a186abd1f8024946,1,0,1
0xeb1a5261523e41c959fb891a4fee1ceefb17a613,1,1,1
0x7cbc4e0d168744912c5afc081499145bbdc51e69,1,1,1
0xa6bc2675ce4677205f376416087269085152567e,1,1,1
0xbe8f667e2578d2d3125801696c4dd19f2635c327,1,1,1
0xbd0a11654d863d95bf5f4396f6d6a1f5fb1698ca,1,1,1
0x59f698abe43d2a9eccb2e93e4083c35e8bb34363,1,1,1
0x28f45192fd495bd9cbb312a6080d086d14481ebc,1,1,1
0x48aec48f0ad800ac70614f81a98eb45902931401,1,1,1
0xcda94feb23fbf1c4ca73b45de92e1a4cc2bd40ab,1,0,1
0x9aee620a4d7df8e0056fb2896528d0c63819390f,1,1,1
0x15b4e32d5026a5a9ad3b68becadceb00b4eb9729,1,1,1
0xbba0e6d7447dda09ca40e95e696c6fbce8a8115b,1,0,1
0x58b62d0e9cf118c6eebe4ce7e9680a8ec533c094,1,1,1
0x3720bfe8fb7d9d05075bd03607818ce00cfd303b,1,1,1
0x46ba8394210eb32e50943bc963e300ed8b804d30,1,1,1
0xa4f0294dd195f97ebdd166cc2f71a3af21d22fac,1,1,1
0x250486b8f0264b1fe65aa5d7e05986723e492e0d,1,1,1
0x6cd0137840e96466bb7caff7073569cfba619dd5,1,1,1
0x98d67bc5ba8e43721972204e5e1e4eaef43cadb1,1,0,1
0x08ee24459192498b9fd1aee99a2b6b8bf36aed74,1,1,1
0x0667fc9067d13554094d6015cf78905d44514b4e,1,1,1
0xcde79393c6f0deb9b7b51579a386c853feb8e104,1,1,1
0x18ec1d727320cbed7c0c63cd655ade997b292c5e,1,1,1
0x72c5178b5b75eb8da5bce85698296e50a297f59a,1,1,1
0x606188614094946e0fcd05a0c94d51ff586fb01b,1,1,1
0xeb9aaa5160d671ff5e9e4c918f8ab0139762f101,1,1,1
0xf2ecf8794a20e88b37c5de7512fbf79c886403e8,1,1,1
0xa196a0d86e50f901e19c74ffc994a029a233d211,1,1,1
0xb8a36e99de680c2e7cbcd1f56af056365fafb38c,1,0,1
0xf0e28a5485abe4ac9ea2fd7259f2f3f1366f950e,1,1,1
0x71b7767a9464ea1ad82db434f06d9330d34a9fe5,1,1,1
0x777c112507e16b8f4dde3ec67f4012b4dd6fe59e,1,0,1
0x6d08f8573e742db3eb88d8c545971e4dc9668528,1,1,1
0xe52f0887a8b351a204c1a36c4278a5699b137b95,1,1,1
0x0d45cf809d00d0551c321b71fd221ef67468f223,1,1,1
0x95b5c8eba4852fcf62decb4a158f727cd78297bd,1,1,1
0xdb0589a57332e0242fe2fa63b071c7a04ac2609d,1,1,1
0x6668bd45b15e2775f03e738ef6257637a9745287,1,1,1
0x67c67b5a3c4009cf849f86be37e79db3923f1055,1,0,0
0xfe9b7db8d9d57e9ad9341bcf51b110ba5d27b48b,1,1,1
0x4db49fffe23b858325956f68d6c5660a175119ef,1,1,1
0xf88dcf6b7f3f48d2f94dfa82b9e79f8d083feb07,1,1,1
0x48bd2b7b486a5c6f9560510bc0f7c915509ef7f7,1,1,1
0x57a72ce4fd69ebedefc1a938b690fbf11a7dff80,1,1,1
0x53a0fd5e4d4e9fb633f40bb1b0856fed1e9fea3b,1,0,1
0xa605881cce40af50afe4400626d76dc2a324f387,1,0,1
0xcaed34acc1da8ce456a1e217d687bfdcb910b35b,1,1,1
0xf276c0ad29363689792702986667d562a3cb7c04,1,1,1
0x839f0763187b9fcbf60cd4d332413b77a7ae2ef9,1,0,1
0x8b170540b63d2f826846f3c0b9e6410b08548ec3,1,0,1
0x3ec70d924d6116b5569bb4d2cf95f1e0abbd2463,1,1,1
0xf94b8e0ceba6dcd1b888fe02141dd9d0b8e67715,1,1,1
0x4bde78ead56a30055d33bf84f52e420b0f6070ba,1,0,1
0x20cdc932cd9394ef0ac1a89f890456e5fc6f16f0,1,1,1
0x35ac10fa8e4b2af244118dcdedd986fda2609970,1,1,1
0xc0710a40661b7d868d4cd98287d51913891dfa0a,1,1,1
0xda314d80d6440254bafdf555d917193f769d46bd,1,1,1
0xcf7b33aac3872fcf6f1696624d04308aa9b6520c,1,1,1
0x794cd1329493dc9c6ceb0ec9955890d392c811da,1,1,1
0x034963994aa22d86f7acb42252b6de7488adb0ea,1,1,1
0x28645844df0fdfc8e17d5fc01b9cbd09c4d9dba3,1,1,1
0x2b164ae662a0ab1832c87cb4a226efec56219fb6,1,1,1
0x39e8554bc14b4709827b117eba728e6fc0f4121e,1,0,0
0x1b65f0d8b79de7978f32c5460dad003306dbacc0,1,0,1
0x629e7da20197a5429d30da36e77d06cdf796b71a,1,0,1
0xa28db26447053aaa3259500115dab1dfb32fbdbb,1,1,1
0x34245ca43ccb96873acfa20703ae02f73bc89671,1,1,1
0xb51734e8a270c2e7b31c6dd692bbe480353a985b,1,1,1
0xa324120643dde9d520a06691010f086b12d5ca02,1,1,1
0x20f2ce82c28b726930a9b476503df7b814335642,1,0,1
0x4e825a51b6752d7410690a1dd5d7d9c4037977e0,1,1,1
0xb7035ca7ae2951b24ae107b6931ebef9f0f1e43d,1,1,1
0xe4e335228e1538cd36577175c27d3fd70496f1be,1,1,1
0xfdc328f3f978f65bb9038ad2d6b8079bf1da66f9,1,0,1
0xf39927f58a9cdb1d0130118f603cd3c9c4c48435,1,1,0
0x1890d4a49faf31088e5ede045e3a985c82b21f11,1,1,1
0x1b1b391d1026a4e3fb7f082ede068b25358a61f2,1,0,0
0x4c8093c75fc778008d96f865f770233d6acf724e,1,1,1
0x1ed427535098ed38b5e65d1d8852b63b3ea259cc,1,1,1
0x4fab53d922e393d8c2e49ceecc685abef3fa505c,1,0,1
0x14bb6d69ab7fb011538be47efa115c8ff7853d0b,1,0,1
0xe5b913f91f2b90c5cd04d711e1eb3214c56dba98,1,0,1
0x1bd0932c7bb0835aa33c5e9e95c94e81b95682d5,1,1,1
0x80ad4d5b71ccb0c2417337bfcaead6521255f24f,1,1,1
0x7f55b3b6774b9573ae2c36ea790118ceba6c057f,1,1,0
0x717b0f2016f396046e1403ddb8a338d3a65a649e,1,1,1
0x03e115d99f005f9df8accec3f3d07f54b593ee96,1,1,1
0x5cf8c62d08e1c8ada80285c9cc92a2967966bc13,1,1,1
0x7b4be6665504b8e45326ba8c609df3fbc799f0cb,1,1,1
0xf021428381172ef96988b31f241f4000259488f7,1,1,1
0xf4710562c804087af20b7396ce7cba38b43fb61f,1,1,0
0x4d76d8dd2a86760520255e99c05a5080fc8d33cc,1,1,1
0x0297a3211d69a1a268591e1ff6f570699ccc50ca,1,1,0
0x35919ff0a88a0bdfd1b0ef3be574bcf6c1e90e01,1,0,1
0x2cf2a579845b351d0e2fa82476b7212f224eb768,1,1,1
0x443da1851b4bc78e722627a654d58839dd61caf1,1,0,1
0x3c4385ea6b6105967a68e8202f6818cab642004c,1,1,1
0x8e1ed10102787d73c0e0c6a75cd27217cd6ffa56,1,1,1
0xfc8b9308573bafd259da031628e5f5324bc37a19,1,1,1
0xd1154cd414a1274bf5c2d647bf1c55e9a66e04d8,1,1,1
0x5c55485c9b11c7d5dcb5180056faf0b780724127,1,1,1
0x21918461c6aeca5eaec825b4746d64a0d4028df6,1,1,1
0xf950000a614e53d35505a40764e7ebc100fcf0df,1,1,1
0x7ec9f63851341f16af6dfe59018c5fe02749c079,1,0,1
0x91043168cf5c256df824038f1b7200eb7a5ab90c,1,1,1
